,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
128990,12487772,14499899,6600,6600,6600, 36 months,11.99 ,219.19,B,B3,Director,10+ years,0,52000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12487772,"  Borrower added on 03/02/14 > With the loan I receive, I will pay off another high interest loan I have, a credit card statement, and remodel a bathroom in my home.<br>",debt_consolidation,Debt consolidation,571xx,SD,16.32,2,Nov-78,2,15,17,13,1,546,19.50%,49,f,5330.3,5330.3,1753.52,1753.52,1269.7,483.82,0,0,0,Nov-14,219.19,Dec-14,Nov-14,0,20,1
128996,12496861,14508978,8400,8400,8400, 36 months,13.65 ,285.67,C,C1,Pest Control Specialist,5 years,0,60000,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12496861,  Borrower added on 03/01/14 > To consolidate my debt to one loan<br>,debt_consolidation,Debt consolidation,450xx,OH,25.82,0,Feb-96,0,65,46,12,1,10385,52%,35,f,6817.09,6817.09,2285.36,2285.36,1582.91,702.45,0,0,0,Nov-14,285.67,Dec-14,Nov-14,0,103,1
129022,12457663,14469771,8000,8000,8000, 36 months,10.99 ,261.88,B,B2,Teacher,2 years,1,35000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12457663,  Borrower added on 03/02/14 > My loan is a debt consolidation loan. I chose to apply for the loan so that I could simplify the pay off process. It is much easier to pay one consolidated account.<br>,debt_consolidation,Debt consolidation,303xx,GA,20.61,0,Aug-97,2,60,76,13,1,7491,42.60%,51,f,6441.83,6441.83,2095.04,2095.04,1558.17,536.87,0,0,0,Nov-14,261.88,Dec-14,Nov-14,0,60,1
129031,12467796,14479901,3000,3000,3000, 36 months,14.64 ,103.47,C,C3,Dispatch operator,8 years,0,25000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12467796,  Borrower added on 03/01/14 > To consolidate credit cards<br>,debt_consolidation,Debt consolidation,351xx,AL,31.16,0,Sep-04,2,28,101,9,1,2923,37.50%,27,f,2441.63,2441.63,827.76,827.76,558.37,269.39,0,0,0,Nov-14,103.47,Dec-14,Nov-14,0,28,1
129108,12397671,14409790,6000,6000,6000, 36 months,12.99 ,202.14,B,B5,Vice-Presedent,7 years,1,55000,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12397671,  Borrower added on 03/03/14 > Hello.I need loan for settlement my credit card.<br>,debt_consolidation,Debt consolidation,112xx,NY,10.28,0,Jun-95,3,58,36,5,1,3699,48%,17,w,4859.99,4859.99,1617.12,1617.12,1140.01,477.11,0,0,0,Nov-14,202.14,Dec-14,Nov-14,0,58,1
129135,12447718,14459852,6000,6000,6000, 36 months,12.49 ,200.7,B,B4,Disease Management Specialist,1 year,0,110000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12447718,  Borrower added on 03/01/14 > I am consolidating 2 high interest loans and pay them off so I can just continue paying one monthly fee with lower interest rate.<br>,debt_consolidation,Debt consolidation,958xx,CA,19.15,0,Sep-97,2,66,64,11,1,6284,73.90%,32,f,4852.86,4852.86,1605.6,1605.6,1147.14,458.46,0,0,0,Nov-14,200.7,Dec-14,Nov-14,0,66,1
129276,12396405,14408532,12000,12000,12000, 36 months,10.99 ,392.81,B,B2,Driver,10+ years,0,96000,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12396405,"  Borrower added on 03/02/14 > Loan is for revolving credit consolidation, pending taxes.<br>",debt_consolidation,Debt consolidation,442xx,OH,20.31,0,Jun-84,2,45,110,13,1,13942,53.60%,22,f,9662.83,9662.83,3142.48,3142.48,2337.17,805.31,0,0,0,Nov-14,392.81,Dec-14,Nov-14,0,45,1
129289,12397586,14409705,17000,17000,17000, 36 months,10.99 ,556.48,B,B2,Director of Operations,2 years,0,95000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12397586,  Borrower added on 03/01/14 > Paying off credit cards<br><br>  Borrower added on 03/04/14 > This is a debt consolidation loan. Just advise when you need anything else.<br>,credit_card,Credit card refinancing,441xx,OH,11.27,0,Jan-87,0,46,41,13,1,17239,68.70%,37,f,13689.01,13689.01,4451.84,4451.84,3310.99,1140.85,0,0,0,Nov-14,556.48,Dec-14,Nov-14,0,46,1
129311,12417573,14429712,7000,7000,7000, 36 months,12.49 ,234.15,B,B4,Technical Admin,6 years,0,80000,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12417573,  Borrower added on 03/01/14 > I have two high interest credit cards I want to zero out and pay one bill per month at a lower interest rate.<br>,debt_consolidation,Debt consolidation,750xx,TX,20.28,0,Dec-97,2,48,90,14,1,9501,46.30%,28,f,5661.67,5661.67,1873.2,1873.2,1338.33,534.87,0,0,0,Nov-14,234.15,Dec-14,Nov-14,0,48,1
129351,12507561,14519678,15000,15000,15000, 36 months,14.64 ,517.34,C,C3,Teacher,10+ years,1,50500,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12507561,  Borrower added on 03/01/14 > To pay off credit cards debt and a car loan. Consolidating and  having just one monthly payment.<br>,debt_consolidation,Debt consolidation,290xx,SC,2.64,0,Oct-88,1,38,29,4,1,4118,59%,21,w,12208.24,12208.24,4138.72,4138.72,2791.76,1346.96,0,0,0,Nov-14,517.34,Dec-14,Nov-14,0,25,1
129709,12507409,14519525,10000,10000,9975, 36 months,11.99 ,332.1,B,B3,bady mechanic,10+ years,1,55000,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12507409,  Borrower added on 02/28/14 > This loan will be for paying off my credit card bills. I currently have about 5 card to pay off. It will be very helpful because these credit card have a high interest.<br>,credit_card,Credit card refinancing,070xx,NJ,22.47,0,Jun-97,5,41,54,10,1,5584,57%,33,f,8076.26,8056.07,2656.8,2650.16,1923.74,733.06,0,0,0,Nov-14,332.1,Dec-14,Nov-14,0,32,1
129847,12507145,14519256,5000,5000,5000, 36 months,15.61 ,174.83,C,C5,Adm Assistant,< 1 year,0,32500,Source Verified,Mar-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12507145,  Borrower added on 02/28/14 > I have several Dr and dental bills to pay<br>,medical,Medical expenses,315xx,GA,18.69,0,Dec-86,5,58,45,13,1,7717,24%,34,f,4200.83,4200.83,1223.81,1223.81,799.17,424.64,0,0,0,Nov-14,174.83,Dec-14,Nov-14,0,31,1
129921,12276835,14268996,6325,6325,6325, 36 months,13.65 ,215.1,C,C1,Invasive Cardiovascular Technology Instr,4 years,1,45760,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12276835,"  Borrower added on 02/28/14 > Pay of credit card debt, minor vehicle repairs and replace home computer<br>",debt_consolidation,Debt consolidation,337xx,FL,16.65,0,Jan-05,2,62,100,11,1,5066,30.90%,22,f,5133.13,5133.13,1720.8,1720.8,1191.87,528.93,0,0,0,Nov-14,215.1,Dec-14,Nov-14,0,62,1
130020,12487130,14499248,8475,8475,8475, 36 months,13.65 ,288.22,C,C1,Chemical sales,10+ years,0,160000,Source Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12487130,  Borrower added on 02/28/14 > Pay off a few credit cards<br>,credit_card,Credit card refinancing,648xx,MO,17.35,0,Nov-99,5,67,69,8,1,3690,41%,32,w,6877.96,6877.96,2305.76,2305.76,1597.04,708.72,0,0,0,Nov-14,288.22,Dec-14,Nov-14,0,127,1
130098,12416985,14429119,6000,6000,6000, 36 months,13.65 ,204.05,C,C1,nurse,6 years,0,65750,Not Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12416985,  Borrower added on 02/28/14 > To pay off small loans and credit cards.<br>,debt_consolidation,Debt consolidation,766xx,TX,23.05,1,Jul-02,1,55,61,9,1,2870,38%,18,f,4869.35,4869.35,1632.4,1632.4,1130.65,501.75,0,0,0,Nov-14,204.05,Dec-14,Nov-14,0,18,1
130168,12466897,14479001,21275,21275,21275, 36 months,15.31 ,740.74,C,C4,Sales Executive,2 years,1,115000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12466897,  Borrower added on 02/28/14 > My loan is a debt consolidation in order for me to make one payment a month instead of 3 bill payments a month. It will help me build my credit faster.<br>,debt_consolidation,Debt consolidation,770xx,TX,24.84,2,Oct-90,4,69,45,13,1,5310,51%,59,f,17348.55,17348.55,5925.92,5925.92,3926.45,1999.47,0,0,0,Nov-14,740.74,Jan-15,Nov-14,0,81,1
130186,12496837,14508953,10000,10000,10000, 36 months,11.99 ,332.1,B,B3,Consultant,1 year,1,125000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12496837,  Borrower added on 02/27/14 > I am borrowing this money to consolidate my current credit cards into one payment and lower interest rate<br>,debt_consolidation,Debt consolidation,928xx,CA,11.12,3,Sep-98,2,19,37,8,1,5330,29.10%,24,f,8076.26,8076.26,2656.8,2656.8,1923.74,733.06,0,0,0,Nov-14,332.1,Dec-14,Nov-14,0,19,1
130306,12436774,14448900,15000,15000,15000, 36 months,15.31 ,522.26,C,C4,Senior Service Tech,10+ years,1,65100,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12436774,  Borrower added on 02/28/14 > Consolidate bills<br>,debt_consolidation,Debt consolidation,212xx,MD,13.7,1,May-79,2,14,51,12,1,6646,54%,34,w,12231.65,12231.65,4178.08,4178.08,2768.35,1409.73,0,0,0,Oct-14,522.26,Dec-14,Nov-14,0,95,1
130476,12426675,14438771,11950,11950,11950, 36 months,18.25 ,433.53,D,D3,field inspector,6 years,0,70400,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12426675,  Borrower added on 02/27/14 > pay off high interest credit cards and car loan<br>,debt_consolidation,Debt consolidation,469xx,IN,13.19,1,Dec-98,1,3,96,9,1,3229,48%,23,w,9825.13,9825.13,3468.24,3468.24,2124.87,1343.37,0,0,0,Nov-14,433.53,Dec-14,Nov-14,0,51,1
130634,12486596,14498708,21825,21825,21825, 60 months,24.08 ,628.88,F,F2,Financial Advisor,5 years,1,131000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12486596,  Borrower added on 02/27/14 > taking care of attorney fees and paying down credit cards.<br>,debt_consolidation,Debt consolidation,970xx,OR,8.68,0,Jun-99,1,40,52,10,1,12788,68%,40,w,20185.91,20185.91,5031.04,5031.04,1639.09,3391.95,0,0,0,Nov-14,628.88,Dec-14,Nov-14,0,49,1
130680,11245589,13157751,5000,5000,5000, 36 months,14.16 ,171.28,C,C2,Motor truck driver,10+ years,0,76692,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11245589,  Borrower added on 02/27/14 > I had a flood in my basement and did not have flood insurance. So I will be using the money for repairs and lost items<br>,debt_consolidation,Debt consolidation,606xx,IL,11.28,0,Oct-01,1,61,118,10,1,5284,16.10%,15,w,4063.77,4063.77,1370.24,1370.24,936.23,434.01,0,0,0,Nov-14,171.28,Dec-14,Nov-14,0,68,1
130776,12496359,14508491,8000,8000,8000, 36 months,12.99 ,269.52,B,B5,maintanence,7 years,1,35000,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12496359,  Borrower added on 02/26/14 > remodeling l bathroom<br><br>  Borrower added on 02/26/14 > remodeling bathroom<br>,home_improvement,Home improvement,601xx,IL,16.26,3,Oct-90,0,13,42,6,1,1106,4%,7,w,6479.98,6479.98,2156.16,2156.16,1520.02,636.14,0,0,0,Nov-14,269.52,Dec-14,Nov-14,0,19,1
130783,12496506,14508627,11025,11025,11025, 36 months,14.16 ,377.67,C,C2,"Team Leader , RN",10+ years,0,65000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12496506,  Borrower added on 02/27/14 > I would like to consolidate some debt with fewer payments a month.<br>,debt_consolidation,Debt consolidation,275xx,NC,13.92,1,Oct-94,0,21,56,10,1,8192,41.80%,41,f,8960.64,8960.64,3021.36,3021.36,2064.36,957,0,0,0,Nov-14,377.67,Dec-14,Nov-14,0,21,1
130885,12425756,14437884,24000,24000,24000, 36 months,9.67 ,770.7,B,B1,Senior Scientist Engineer,9 years,1,142766,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12425756,"  Borrower added on 02/26/14 > My intention is to greatly accelerate the payoff of my revolving debt with this pending low interest loan. I do have other common debts such as car loans, etc. (reasonable interest rates).<br>Ten years with my current employer this year. A pioneer in my field of work. Excellent payment history.<br>",debt_consolidation,Debt consolidation,206xx,MD,17.15,0,Oct-87,0,74,27,10,2,7886,59.70%,25,w,19249.22,19249.22,6165.6,6165.6,4750.78,1414.82,0,0,0,Nov-14,770.7,Dec-14,Nov-14,0,77,1
130904,11705065,13677212,9600,9600,9600, 36 months,12.49 ,321.11,B,B4,Management Analyst,3 years,0,97000,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11705065,"  Borrower added on 02/27/14 > Have had hardships and during a job loss in 2010, had to make many ends meet.  I'm now looking to be proactive and improve my credit and make healthy financial decisions.  Thank you.<br>",debt_consolidation,Debt consolidation,207xx,MD,16.71,0,Oct-00,1,27,31,16,1,9415,75.90%,31,f,7764.66,7764.66,2568.88,2568.88,1835.34,733.54,0,0,0,Nov-14,321.11,Dec-14,Nov-14,0,27,1
130971,12506295,14518429,6575,6575,6575, 36 months,12.99 ,221.51,B,B5,Produce Assistant Manager,10+ years,0,37300,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12506295,"  Borrower added on 02/26/14 > CAR LOAN BALLANCE, CREDIT CARD BALLANCE,HOME  KITCHEN RENEWAL.<br>",home_improvement,Home improvement,207xx,MD,19.08,0,Jul-00,2,24,40,7,1,1704,28.90%,44,f,5325.75,5325.75,1772.08,1772.08,1249.25,522.83,0,0,0,Nov-14,221.51,Dec-14,Nov-14,0,24,1
131027,12396241,14408379,18000,18000,18000, 60 months,14.64 ,424.83,C,C3,Associate,2 years,0,126000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12396241,"  Borrower added on 02/27/14 > The purpose of the loan is to pay-off 3 credit cards and one line of credit.  Based on the estimated monthly payment to Lending Club, my cash outflow can be reduced by $425 per month.<br>",credit_card,Credit card refinancing,372xx,TN,18.38,0,Apr-89,0,47,53,18,1,24470,65.40%,34,f,16286.32,16286.32,3398.64,3398.64,1713.68,1684.96,0,0,0,Nov-14,424.83,Dec-14,Nov-14,0,47,1
131158,12466091,14478223,10000,10000,10000, 60 months,14.64 ,236.02,C,C3,Sales Manager,2 years,1,111000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12466091,  Borrower added on 02/26/14 > Debt Consolidation.  Plan to purchase a home in last quarter of 2014 and want to have minimal payables.<br>,debt_consolidation,Debt consolidation,483xx,MI,11.84,1,May-74,2,23,42,12,1,4090,35.90%,47,f,9047.93,9047.93,1888.16,1888.16,952.07,936.09,0,0,0,Nov-14,236.02,Dec-14,Nov-14,0,23,1
131160,12476034,14488168,16000,16000,16000, 36 months,12.99 ,539.03,B,B5,Police Officer,10+ years,1,85000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12476034,  Borrower added on 02/26/14 > Pay off higher interest credit cards.<br>,credit_card,Credit card refinancing,100xx,NY,20.23,0,Sep-93,0,29,118,19,1,24911,44.40%,31,w,12960.04,12960.04,4312.24,4312.24,3039.96,1272.28,0,0,0,Nov-14,539.03,Dec-14,Nov-14,0,29,1
131175,12486139,14498278,5600,5600,5600, 36 months,12.99 ,188.66,B,B5,PARTS SPECIALIST,3 years,1,44156.56,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12486139,  Borrower added on 02/26/14 > I have some dental work I owe for on GE money and a Capitol One card. Then I have my son's wedding coming up as well as some home improvements I'd like to do.<br>,debt_consolidation,Debt consolidation,441xx,OH,16.15,0,Apr-83,2,54,59,5,1,2983,40%,21,w,4536.02,4536.02,1509.28,1509.28,1063.98,445.3,0,0,0,Nov-14,188.66,Dec-14,Nov-14,0,107,1
131243,12124820,14116971,15000,15000,15000, 60 months,17.57 ,377.41,D,D2,Driver,10+ years,0,85000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12124820,"  Borrower added on 02/26/14 > What a beautiful bride. My daughter is now married (so many tears, I actually like my son in law and his parents, so far ) and I need to roll over the credit card. Please help, thank you.<br>",debt_consolidation,Debt consolidation,978xx,OR,18.46,0,Aug-00,1,51,55,10,1,12774,59.10%,30,w,13671.1,13671.1,3019.28,3019.28,1328.9,1690.38,0,0,0,Nov-14,377.41,Dec-14,Nov-14,0,51,1
131292,12416074,14428222,13750,13750,13750, 36 months,15.61 ,480.77,C,C5,CONTACT REP,10+ years,1,50457,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12416074,  Borrower added on 02/26/14 > wish to pay off credit cards and car loan and have one bill<br>,debt_consolidation,Debt consolidation,800xx,CO,15.27,0,Aug-00,0,55,5,5,1,3877,48.50%,14,w,11221.88,11221.88,3846.16,3846.16,2528.12,1318.04,0,0,0,Nov-14,480.77,Dec-14,Nov-14,0,55,1
131363,12405890,14418038,25000,25000,25000, 36 months,17.57 ,898.43,D,D2,Manager IT application,10+ years,0,112000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12405890,  Borrower added on 02/26/14 > I would like to consolidate cc debt to one payment to reduce interest and pay debt off faster.<br>,debt_consolidation,Debt consolidation,648xx,MO,17.59,3,Nov-98,0,3,76,14,1,23248,46.40%,36,f,20516.12,20516.12,7187.44,7187.44,4483.88,2703.56,0,0,0,Oct-14,898.43,Dec-14,Nov-14,0,5,1
131364,12405904,14418053,35000,35000,35000, 36 months,19.47 ,1291.3,D,D5,RN,10+ years,1,160000,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12405904,  Borrower added on 02/26/14 > Debt consolidation<br><br> Borrower added on 02/26/14 > For debt consolidation<br>,debt_consolidation,Debt consolidation,209xx,MD,7.55,1,Sep-96,0,11,36,12,1,11785,73.70%,37,f,28873.06,28873.06,10330.4,10330.4,6126.94,4203.46,0,0,0,Oct-14,1291.3,Dec-14,Nov-14,0,55,1
131433,12495934,14508079,14400,14400,14400, 60 months,16.59 ,354.72,D,D1,Network Engineer,2 years,0,80000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12495934,  Borrower added on 02/26/14 > Consolidate all debt into one payment... Thank you...<br>,debt_consolidation,Debt consolidation,130xx,NY,12.5,1,Mar-90,0,21,101,12,1,12297,72.30%,22,w,13092.94,13092.94,2837.76,2837.76,1307.06,1530.7,0,0,0,Oct-14,354.72,Dec-14,Nov-14,0,66,1
131457,10567388,12449359,17000,17000,17000, 60 months,15.31 ,407.21,C,C4,Medical Assistant,10+ years,1,40000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10567388,  Borrower added on 02/26/14 > Want to consolidate payments into one  also have credit cards at a very high interest rate  that no matter how much i send i cant get them down down. This will make my life mush easier<br>,credit_card,Credit card refinancing,925xx,CA,13.17,2,Dec-97,0,14,70,5,1,3653,30.70%,33,f,15407.7,15407.7,3257.68,3257.68,1592.3,1665.38,0,0,0,Nov-14,407.21,Dec-14,Nov-14,0,68,1
131590,11684863,13657010,5000,5000,5000, 36 months,14.64 ,172.45,C,C3,Asst.Administrative Officer,5 years,1,60000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11684863,  Borrower added on 02/25/14 > Debt consolidation of high interest cards<br>,debt_consolidation,Debt consolidation,104xx,NY,6.76,0,Dec-79,3,38,48,15,1,3468,34.30%,21,f,4069.39,4069.39,1379.6,1379.6,930.61,448.99,0,0,0,Oct-14,172.45,Dec-14,Nov-14,0,80,1
131593,11697071,13669238,7000,7000,7000, 36 months,11.99 ,232.47,B,B3,Inside Sales,< 1 year,0,40000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11697071,  Borrower added on 02/25/14 > My loan is to pay off high interest credit cards.   This is one of my last steps to becoming debt free.<br>,credit_card,Credit card refinancing,611xx,IL,13.56,1,Aug-96,1,12,48,12,1,8067,70.10%,38,w,5653.38,5653.38,1859.76,1859.76,1346.62,513.14,0,0,0,Oct-14,232.47,Dec-14,Nov-14,0,12,1
131604,11955803,13947951,14375,14375,14375, 60 months,22.45 ,400.71,E,E5,Mail Clerk,7 years,1,36000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11955803,  Borrower added on 02/25/14 > To pay off some bills. Fix my car. I have a stable job. My job is secure.<br>,debt_consolidation,Debt consolidation,028xx,RI,19.3,1,Aug-99,2,5,47,10,1,8298,50.30%,24,w,13249.1,13249.1,3205.68,3205.68,1125.9,2079.78,0,0,0,Oct-14,400.71,Dec-14,Nov-14,0,18,1
131628,12385729,14397871,14000,14000,14000, 60 months,19.47 ,366.8,D,D5,Probation Officer,10+ years,0,65000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12385729,  Borrower added on 02/25/14 > I would like to consolidate my debt.<br>,debt_consolidation,Debt consolidation,070xx,NJ,10.04,0,Nov-92,3,27,73,18,1,6250,73.50%,46,f,12817.26,12817.26,2934.4,2934.4,1182.74,1751.66,0,0,0,Oct-14,366.8,Dec-14,Nov-14,0,27,1
131714,12505780,14517922,7300,7300,7300, 36 months,13.65 ,248.26,C,C1,Sales force,5 years,0,55000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12505780,  Borrower added on 02/25/14 > This loan is simply to consolidate several Credit Cards that have a high interest rate compared to what I am being offered through this loan at Lending Club.<br>,credit_card,Credit card refinancing,346xx,FL,23.64,0,Aug-98,2,34,46,7,1,7449,76.80%,31,w,5924.38,5924.38,1986.08,1986.08,1375.62,610.46,0,0,0,Oct-14,248.26,Dec-14,Nov-14,0,34,1
131797,12395685,14407825,10000,10000,10000, 36 months,13.65 ,340.08,C,C1,Paralegal,10+ years,1,50000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12395685,  Borrower added on 02/25/14 > Would like to consolidate my credit cards into one monthly payment.<br>,debt_consolidation,Debt consolidation,959xx,CA,7.37,0,Aug-67,1,62,64,10,1,8815,35.40%,32,w,8115.61,8115.61,2720.64,2720.64,1884.39,836.25,0,0,0,Oct-14,340.08,Dec-14,Nov-14,0,70,1
131894,10566701,12448703,10000,10000,10000, 36 months,14.64 ,344.9,C,C3,Evening Operations Manager,5 years,0,65000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10566701,  Borrower added on 02/25/14 > Debt consolidation.<br>,debt_consolidation,Debt consolidation,032xx,NH,8.9,0,Mar-86,3,75,75,8,1,3611,48.10%,20,f,8138.77,8138.77,2759.2,2759.2,1861.23,897.97,0,0,0,Oct-14,344.9,Dec-14,Nov-14,0,75,1
131943,12435529,14447678,14000,14000,14000, 60 months,14.64 ,330.42,C,C3,slot performance supervisor,7 years,1,75000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12435529,  Borrower added on 02/25/14 > consolidation<br><br> Borrower added on 02/25/14 > dept consolidation<br>,debt_consolidation,Debt consolidation,711xx,LA,9.09,1,Apr-91,2,11,115,7,1,4817,66.90%,11,f,12667.16,12667.16,2643.36,2643.36,1332.84,1310.52,0,0,0,Nov-14,330.42,Dec-14,Nov-14,0,11,1
131949,12445502,14457645,10000,10000,10000, 36 months,14.64 ,344.9,C,C3,Bus Operator,10+ years,0,72500,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12445502,"  Borrower added on 02/25/14 > Loan is to help get my high credit cards interests taken care of. Seems as though i'm paying, but not seeing anything going down. This loan could help see a big difference in my income<br>",credit_card,Credit card refinancing,114xx,NY,12.34,1,Oct-90,2,7,98,15,1,13339,26.70%,26,f,7893.16,7893.16,3104.1,3104.1,2106.84,997.26,0,0,0,Nov-14,344.9,Dec-14,Nov-14,0,29,1
131962,12455490,14467630,9250,9250,9250, 36 months,14.16 ,316.87,C,C2,FLIGHT ATTENDANT,10+ years,1,57000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12455490,  Borrower added on 02/25/14 > Consolidation and eliminating higher interest rates<br>,debt_consolidation,Debt consolidation,339xx,FL,12.17,0,Aug-92,0,61,50,7,2,4672,80.60%,25,f,7517.97,7517.97,2534.96,2534.96,1732.03,802.93,0,0,0,Oct-14,316.87,Dec-14,Nov-14,0,61,1
132075,11744776,13736927,10000,10000,10000, 60 months,18.25 ,255.3,D,D3,MANAGER,5 years,1,40000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11744776,  Borrower added on 02/25/14 > High interest rate credit card debit consolidation.<br>,debt_consolidation,Debt consolidation,891xx,NV,15.39,0,Sep-03,2,54,51,11,1,10988,59.70%,21,f,9128.95,9128.95,2042.4,2042.4,871.05,1171.35,0,0,0,Oct-14,255.3,Dec-14,Nov-14,0,78,1
132115,12385411,14397553,10000,10000,10000, 36 months,12.99 ,336.9,B,B5,Parts Sales,3 years,0,34000,Not Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12385411,  Borrower added on 02/25/14 > To consolidate bills.<br>,debt_consolidation,Debt consolidation,565xx,MN,15.92,1,Mar-99,3,23,101,6,1,6073,65.30%,12,f,8099.98,8099.98,2695.2,2695.2,1900.02,795.18,0,0,0,Oct-14,336.9,Dec-14,Nov-14,0,23,1
132164,12425532,14437669,14000,14000,14000, 60 months,18.92 ,362.56,D,D4,pathology tech,10+ years,0,46000,Source Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12425532,  Borrower added on 02/25/14 > debt consolidation<br>,debt_consolidation,Debt consolidation,937xx,CA,14.92,0,May-02,1,47,59,9,1,5030,39.60%,40,w,12689.19,12689.19,3000.48,3000.48,1310.81,1689.67,0,0,0,Nov-14,362.56,Dec-14,Nov-14,0,60,1
